,title,description,topic,,
2789,Angelina Jolie mặc đẹp với áo ba lỗ,Angelina Jolie được Vogue chọn vào nhóm sao mặc đẹp tuần qua trong lần hiếm hoi mặc áo ngắn hở eo.,giai-tri,,
2790,'Công tử Bạc Liêu' lên màn ảnh rộng ,"Phim điện ảnh ""Công tử Bạc Liêu"" - nhân vật nổi tiếng với giai thoại ""đốt tiền tìm hoa tai cho người đẹp"" - chuẩn bị khởi động.",giai-tri,,
2791,Nghệ sĩ Kim Cương dẫn trẻ mồ côi đi xem xiếc ,"TP HCMNghệ sĩ Kim Cương tổ chức buổi xem xiếc cho 100 trẻ mồ côi vì Covid-19, động viên tinh thần các bé sau biến cố, sáng 28/8.",giai-tri,,
2792,Tú Vi: 'Tôi trở lại đóng phim để chia gánh kinh tế với chồng' ,"Diễn viên Tú Vi nói con gái bốn tuổi đã cứng cáp nên cô trở lại đóng phim, cùng chồng gánh vác kinh tế gia đình.",giai-tri,,
2793,Nghệ sĩ Thanh Hoa song ca Hòa Minzy ,"Nghệ sĩ Thanh Hoa, Hòa Minzy hát bài ""Tàu anh qua núi"" trong chương trình ""Giao lộ thời gian"", tối 27/8.",giai-tri,,
2794,"Lệ Quyên: 'Phụ nữ ở nhà có khóc, ra ngoài cũng phải đẹp' ","Lệ Quyên cho biết hát về nỗi đau chia ly trong tình yêu bằng cảm xúc thật của bản thân, trong liveshow ""Dáng em"".",giai-tri,,
2795,Hoàng Dũng: 'Cát-xê tôi tăng 200 lần' ,"Ca sĩ Hoàng Dũng nói sau sáu năm đi hát, cát-xê của anh tăng 200 lần nhưng đều đổ vào đầu tư âm nhạc thay vì mua nhà, xe.",giai-tri,,
2796,Mốt đính pha lê lên răng ,Xu hướng khoe những hàm răng đính đá pha lê đang xuất hiện ồ ạt trên mạng xã hội.,giai-tri,,
2797,Vợ Justin Bieber chuộng mặc quần cạp trễ,"Người mẫu Hailey - vợ Justin Bieber - sắm nhiều mẫu quần cạp trễ, diện cùng áo ngắn khoe eo thon.",giai-tri,,
2798,"Tùng Dương, Bảo Trâm Idol hát vì trẻ em mồ côi ","Đà NẵngTùng Dương, Bảo Trâm Idol biểu diễn tại lễ khai giảng của 200 học sinh mồ côi vì Covid-19, tại Trường Hy Vọng.",giai-tri,,
2799,Những mốt giày khuynh đảo Thu Đông 2022,"Giày platform, bốt cao bồi... là những mốt hot của mùa lạnh năm nay.",giai-tri,,
2800,Đại diện Trung Quốc tại Miss World 2022 bị phản đối ,"Người đẹp Trung Quốc Tần Trạch Văn bị nhiều đơn vị, khán giả phản đối khi được cử đi thi Miss World 2022.",giai-tri,,
2801,Cách sao ngoại phối quần túi hộp,"Kendall Jenner, Bella Hadid... dùng bra top, giày cao gót khi mặc quần túi hộp để tạo vẻ thời trang.",giai-tri,,
2802,Shia LaBeouf: 'Tôi là kẻ lừa dối' ,"Tài tử Mỹ Shia LaBeouf thừa nhận bản thân là kẻ tồi tệ, từng lừa dối, khiến nhiều người yêu thương anh đau khổ.",giai-tri,,
2803,Noella - mẫu nhí nam thích làm con gái,"Noella McMaher, 10 tuổi, có khuôn mặt như búp bê, thích tô son, mặc quần áo con gái.",giai-tri,,
2804,"Song Luân lận đận sự nghiệp, tình duyên ","Diễn viên, ca sĩ Song Luân trầy trật khẳng định tên tuổi trong 10 năm qua nhưng chưa bao giờ có suy nghĩ bỏ cuộc.",giai-tri,,
2805,Huỳnh Hiểu Minh khép kín sau ly hôn ,"Tài tử Trung Quốc Huỳnh Hiểu Minh nói sống khép kín hơn, không hy vọng nhiều, sau khi ly hôn hồi đầu năm.",giai-tri,,
2806,Nguyễn Thụy Kha viết về tình yêu người lính ,"Cuốn ""Hương"" của Nguyễn Thụy Kha viết về tình yêu, tình người ở chiến trường Quảng Trị năm xưa.",giai-tri,,
2807,Tranh 'Mandala' từ 27.000 cây tăm lập kỷ lục châu Á ,"""Vũ trụ Mandala"" do kiến trúc sư Hoàng Tuấn Long và 379 người làm từ 27.000 cây tăm giang xác lập kỷ lục châu Á, sáng 27/8.",giai-tri,,
2808,Diễn viên Xuân Nghị chạy cùng runner Kun Marathon ,Khánh HòaDiễn viên Xuân Nghị nói mệt nhưng vui khi chạy cùng 2.000 runner nhí tại giải Kun Marathon tổ chức sáng 27/8 trên chính quê hương anh.,giai-tri,,
2809,Phương Oanh yêu Shark Bình ,"Diễn viên Phương Oanh cho biết đang yêu doanh nhân Nguyễn Hòa Bình - người có biệt danh ""Shark Bình"".",giai-tri,,
2810,Những ngày cuối đời của Marilyn Monroe ,"Ngày cuối cùng trước khi qua đời, Marilyn liên tục gọi điện cho người thân, tâm sự chuyện tình cảm với tâm trạng bất ổn.",giai-tri,,
2811,TP HCM yêu cầu nghệ sĩ đi nước ngoài không làm xấu hình ảnh quốc gia ,"Sở Văn hóa, Thể thao TP HCM yêu cầu nghệ sĩ của đơn vị trực thuộc phải giữ hình ảnh quốc gia khi ra nước ngoài.",giai-tri,,
2812,25 năm hôn nhân của tài tử 'Rambo' trước khi ly dị ,"Tài tử ""Rambo"" Sylvester Stallone xăm hình chó cưng đè lên chân dung vợ trên bắp tay, khi hôn nhân hơn 25 năm đến hồi kết.",giai-tri,,
2813,Nhan sắc Hoa hậu Hoàn vũ Nhật Bản 2022 ,"Marybelen Sakamoto, 23 tuổi, đăng quang Miss Universe Nhật Bản 2022.",giai-tri,,
2814,Tài tử Nhật Bản xin lỗi vì quấy rối tình dục ,"Teruyuki Kagawa, tài tử nổi tiếng Nhật Bản, xin lỗi vì quấy rối tình dục một nhân viên phục vụ.",giai-tri,,
2815,Tiền truyện 'Game of Thrones' đạt gần 10 triệu khán giả ,"Tập một “House of the Dragon” - tiền truyện ""Game of Thrones"" - thu hút 9,99 triệu khán giả sau một tuần chiếu, lập kỷ lục của HBO.",giai-tri,,
2816,Cổ Lực Na Trát lao đao vì vướng tình tay ba ,Mỹ nữ Tân Cương Cổ Lực Na Trát bị nhiều khán giả công kích sau khi vướng lùm xùm tình ái với Trương Thiên Ái và Từ Khai Sính.,giai-tri,,
2817,Lưu Diệc Phi: 'Tôi không sợ bị hiểu lầm' ,"Diễn viên gốc Hoa Lưu Diệc Phi nói hiếm lên tiếng giải thích để bảo vệ bản thân mỗi khi bị hiểu lầm, vướng tin đồn xấu.",giai-tri,,
2818,Đức Khuê biến hóa từ khù khờ tới mưu mô trên phim ,"Nghệ sĩ Đức Khuê từng ghi dấu ấn qua hình ảnh nhân vật khù khờ và câu nói ""Ở đời phải biết mình là ai"".",giai-tri,,
2819,Diễm My 9x: 'Ước quay ngược thời gian để bên mẹ' ,"Diễn viên Diễm My nói nếu được trở về quá khứ khi mẹ còn sống, cô bớt ngang bướng, lắng nghe bà nhiều hơn.",giai-tri,,
2820,Những kiểu túi hot Thu Đông 2022 ,"Túi hến, yên ngựa... là những mẫu phụ kiện nổi bật của mùa mốt Thu Đông năm nay.",giai-tri,,
2821,Tặng vé xem phim 'Paws Of Fury' ,"VnExpress tặng độc giả bốn cặp vé xem buổi công chiếu phim hoạt hình ""Paws Of Fury: The Legend Of Hank"" chiều 27/8.",giai-tri,,
2822,Êkíp Ngày hội văn hóa sử dụng tranh không xin phép ,"BTC Ngày hội văn hóa, thể thao các dân tộc tỉnh Bình Thuận dùng tranh của họa sĩ Huy Hoàng khi chưa xin phép.",giai-tri,,
2823,Nghệ sĩ Trần Mạnh Tuấn phẫu thuật não ,"TP HCMNghệ sĩ saxophone Trần Mạnh Tuấn phẫu thuật não vì biến chứng hậu Covid-19, gia đình cho biết ""đang trông chờ phép màu"".",giai-tri,,
2824,Nhan sắc Hoa hậu Hoàn vũ Na Uy gây tranh cãi,"Ida Anette Hauan - Hoa hậu Hoàn vũ Na Uy 2022 - gây tranh cãi với gương mặt góc cạnh, nhiều tàn nhang.",giai-tri,,
2825,Thư Kỳ gây sốt nhờ sắc vóc tuổi 46 ,"Minh tinh Đài Loan Thư Kỳ thành tâm điểm chú ý nhờ phong thái, gu thời trang tuổi 46.",giai-tri,,
2826,Phim Việt về xác sống gây tranh cãi ở khâu tạo hình ,"""Cù lao xác sống"" - phim điện ảnh Việt về zombie - bị chê tạo hình sơ sài, thiếu đầu tư phần hóa trang.",giai-tri,,
2827,Vợ khen 'Trùm phim kiếm hiệp' đảm đang ,"Trương Kỷ Trung, ""Trùm phim kiếm hiệp Kim Dung"", được vợ khen giỏi việc nhà, chăm con mọn ở tuổi ngoài 70.",giai-tri,,
2828,'Avatar' trở lại rạp Việt sau 13 năm ,"Bom tấn ""Avatar"" (2009) của đạo diễn James Cameron được tái chiếu rạp trong nước với nâng cấp về hình ảnh, âm thanh.",giai-tri,,
2829,Con gái Lý Tiểu Long kiện vì cha bị 'xâm phạm hình ảnh' ,"Lý Hương Ngưng, con gái huyền thoại võ thuật Lý Tiểu Long, kiện một nhà hàng sử dụng logo giống cha cô.",giai-tri,,
2830,Phim kinh dị 'Mười' hé lộ bi kịch tình tay ba ,"""Mười: Lời nguyền trở lại"" - phần hai phim kinh dị ăn khách 2007 - tung trailer, hé lộ chuyện tình tay ba, Chi Pu đóng chính.",giai-tri,,
2831,Taylor Swift bị kiện một triệu USD ,"MỹMột tác giả sách đòi Taylor Swift bồi thường một triệu USD với cáo buộc cô đạo nhái ý tưởng khi sản xuất album ""Lover"".",giai-tri,,
2832,Đời đói nghèo của danh họa Hàn Quốc ,"Sau khi Lee Jung Seop qua đời ở tuổi 41 vì bệnh và nghèo đói, tranh của ông được đấu giá hàng triệu USD.",giai-tri,,
2833,Show nhạc In the Mirror - Gương thần 3 tặng NFT ,Khán giả mua vé đêm nhạc có sự tham gia của Nguyên Hà và Lê Hiếu sẽ nhận hộp quà chứa NFT dưới dạng playlist ca khúc độc quyền chương trình.,giai-tri,,
2834,Vợ Sylvester Stallone đệ đơn ly hôn ,Jennifer Flavin (54 tuổi) đệ đơn ly hôn tài tử Sylvester Stallone (76 tuổi) sau 25 năm chung sống.,giai-tri,,
2835,Những cách biến hóa quần lửng thêm sang,Phối quần lửng cùng blazer và dép cao gót là một trong những cách đơn giản giúp người mặc sang hơn.,giai-tri,,
2836,Đại diện Trung Quốc tại Miss World 2022 gây tranh cãi ,"Người đẹp Trung Quốc Tần Trạch Văn được cử thi Miss World 2022 dù không đoạt giải tại cuộc thi nào trước đó, dấy lên tranh cãi.",giai-tri,,
2837,Nhan sắc Adele ở tuổi 34,"Adele được khán giả khen thần thái tươi trẻ ở tuổi 34 sau khi giảm cân, có tình mới.",giai-tri,,
2838,Nicole Kidman khoe cơ bắp,"""Thiên nga"" Australia gồng tay, khoe cơ bắp khi làm mẫu cho tạp chí Perfect.",giai-tri,,
2839,Ba đầm cưới xa xỉ của Jennifer Lopez ,Ca sĩ Jennifer Lopez diện ba bộ váy dòng Haute Couture của Ralph Lauren trong tiệc cưới tại Mỹ.,giai-tri,,
2840,Rạp phim Việt xin được hoạt động sau 0h ,"Các cụm rạp CGV, Galaxy, BHD... kiến nghị được hoạt động sau 0h để tăng doanh thu, thêm cơ hội cho khán giả thưởng thức điện ảnh.",giai-tri,,
2841,Sao 'Ỷ Thiên Đồ Long Ký' được chồng chiều như công chúa ,"Quách Phi Lệ, mỹ nhân ""Ỷ Thiên Đồ Long Ký"" 2003, nói hạnh phúc khi được chồng chiều như công chúa.",giai-tri,,
2842,"Khánh Hà, Tô Chấn Phong làm tour xuyên Việt ","Vợ chồng Khánh Hà, Tô Chấn Phong về nước vào tháng 9, thực hiện tour diễn xuyên Việt đầu tiên có tên ""Nhạc tình muôn thuở"".",giai-tri,,
2843,Người thân quây quần ôn kỷ niệm về Phú Quang ,"Ca sĩ Thanh Lam từng hát sai một nốt trong bài ""Romance 3"", bị nhạc sĩ Phú Quang giận suốt bốn năm.",giai-tri,,
2844,'Minions 2' thay cái kết khi ra rạp Trung Quốc ,"Trung QuốcPhiên bản ""Minions: The Rise of Gru"" tại Trung Quốc thay đổi cái kết liên quan nhân vật Wild Knuckles.",giai-tri,,
2845,Lâm Chí Dĩnh xuất viện ,Đài LoanTài tử Lâm Chí Dĩnh về nhà dưỡng bệnh sau một tháng điều trị vì tai nạn ôtô.,giai-tri,,
2846,Tranh phụ nữ bán hoa trên phố Paris một thế kỷ trước ,"Louis Marie De Schryver khắc họa Paris vừa phù hoa vừa bình dị trong tranh chủ đề người bán hoa, khoảng 100 năm trước.",giai-tri,,
2847,James Dean - biểu tượng nam tính qua gần 70 năm ,"Chỉ đóng ba phim trước khi qua đời ở tuổi 24, James Dean được xem là một trong những biểu tượng thời hoàng kim Hollywood.",giai-tri,,
2848,Tặng vé xem phim kinh dị của Jordan Peele ,"Hà NộiVnExpress tặng độc giả ba cặp vé xem phim kinh dị ""Nope"", bom tấn mới nhất đến từ đạo diễn đoạt giải Oscar Jordan Peele.",giai-tri,,
2849,Thương Tín hát đám cưới mưu sinh ,"Diễn viên Thương Tín đi hát đám cưới ở miền Tây, được trả 5-7 triệu đồng mỗi show, sau thời gian thất nghiệp.",giai-tri,,
2850,Những ca khúc gắn liền tên tuổi Lê Hiếu ,"Nhạc phẩm ""Ngày mai em đi"", ""Vài lần đón đưa""... giúp ""Hoàng tử tình ca"" Lê Hiếu ghi dấu trong lòng khán giả.",giai-tri,,
2851,Áo ba lỗ hàng chục triệu đồng được ưa chuộng,"Áo ba lỗ đắt đỏ của Gucci, Prada... được giới yêu thời trang tìm mua để thể hiện đẳng cấp.",giai-tri,,
2852,Nhiều người kêu khổ vì sống gần phim trường 'Fast & Furious' ,"MỹCác quái xế tập trung gần trường quay ""Fast & Furious"" đua xe, khiến người địa phương bất bình.",giai-tri,,
2853,Trịnh Sảng: 'Tôi biết mình đúng khi nhìn nụ cười con' ,Diễn viên Trung Quốc Trịnh Sảng nói các con là động lực để cô tiếp tục đi con đường đã chọn.,giai-tri,,
2854,Thiếu nữ và hoa trong tranh của Lê Phổ,Danh họa Lê Phổ chuộng vẽ phụ nữ trong trang phục truyền thống của Việt Nam và những bông hoa màu sắc rực rỡ.,giai-tri,,
2855,Nghệ sĩ Hoàng Yến nỗ lực duy trì chính kịch ,"Nghệ sĩ Hoàng Yến nói cố gắng duy trì sân khấu mang chính kịch đến giới trẻ dù thù lao diễn vở ""chỉ đủ đổ xăng"".",giai-tri,,
2856,Những ca khúc gắn liền tên tuổi Nguyên Hà ,"""Xin lỗi"", ""Sau này gặp lại nhau khi hoa nở""... là ca khúc Nguyên Hà được khán giả yêu cầu hát nhiều nhất trong các đêm nhạc.",giai-tri,,
2857,BTC Miss Universe Vietnam bị phạt 70 triệu vì Hà Anh mặc phản cảm ,"Đơn vị tổ chức Miss Universe Vietnam bị phạt 70 triệu đồng vì Hà Anh mặc áo dài xuyên thấu, lộ miếng dán ngực trên thảm đỏ.",giai-tri,,
2858,Diễn viên 'Tây du ký' được khen phong thái tuổi 84 ,"Trung QuốcNgô Ngạn Xu, diễn viên 84 tuổi đóng ""Tây du ký"" 2011, được khán giả khen khi dự thảm đỏ, làm mẫu.",giai-tri,,
2859,'Dragon Ball' dẫn đầu phòng vé ,"Bắc Mỹ“Dragon Ball Super: Super Hero” vượt kỳ vọng của giới chuyên môn, dẫn đầu phòng vé trong tuần đầu tiên ra rạp.",giai-tri,,
2860,Ngọc Lễ: 'Tôi và Phương Thảo không phải cặp hoàn hảo' ,"Phương Thảo không muốn thức dậy một mình, nhưng mỗi sáng tỉnh giấc đều không thấy Ngọc Lễ bên cạnh.",giai-tri,,
2861,Châu Kiệt Luân ở căn hộ 22 triệu USD ,Đài LoanCa sĩ kiêm diễn viên Châu Kiệt Luân sống trong căn hộ trị giá 660 triệu Đài tệ (gần 22 triệu USD).,giai-tri,,
2862,"Mốt xuyên thấu, corset chiếm lĩnh Thu Đông 2022 ","Trang phục xuyên thấu, corset, áo bomber... là những xu hướng nổi bật của mùa lạnh năm nay.",giai-tri,,
2863,Harry Styles tiết chế cách mặc khi đi bên bạn gái,"Harry Styles tiết chế cái tôi thời trang, ăn vận đơn giản hơn khi sánh đôi Olivia Wilde.",giai-tri,,
2864,Những ngày ở ẩn của Adele ,"Adele cảm thấy sụp đổ sau cuộc hôn nhân tan vỡ và những rắc rối trong sự nghiệp, nhưng dần tìm lại niềm vui với tình yêu mới.",giai-tri,,
2865,Diễn viên 'It’s a Wonderful Life' qua đời ,"MỹVirginia Patton Moss - đóng vai Ruth Dakin trong ""It’s a Wonderful Life"" - qua đời ở tuổi 97.",giai-tri,,
2866,"GDucky, LyLy, Anh Tú biểu diễn khai mạc VM Nha Trang ","Rapper GDucky cùng cặp ca sĩ Anh Tú và LyLy sẽ khuấy động sân khấu khai mạc giải chạy VnExpress Marathon Nha Trang, tối 27/8.",giai-tri,,
2867,"Diệu Nhi, Anh Tú sắp cưới ","Diễn viên Diệu Nhi đã đăng ký kết hôn với Anh Tú, đang chuẩn bị cho đám cưới diễn ra vài tháng tới.",giai-tri,,
2868,Á hậu Thảo Nhi: 'Tôi dễ khóc dù bề ngoài mạnh mẽ' ,"Á hậu Lê Thảo Nhi cho biết thích khóc, nhõng nhẽo với người thân, bạn bè, còn trong công việc cô mạnh mẽ, quyết đoán.",giai-tri,,
2869,Con trai Thành Long lộ diện sau tám năm ra tù ,Đài LoanPhòng Tổ Danh - con trai Thành Long - lần đầu xuất hiện công khai sau scandal ngồi tù năm 2014 vì chất cấm.,giai-tri,,
2870,Lý Băng Băng vào top sao đẹp với đầm quây ngực,Diễn viên Hoa ngữ Lý Băng Băng được Vogue xếp vào nhóm sao mặc đẹp tuần qua với đầm quây ngực.,giai-tri,,
2871,'Beast': Sự trả thù của rừng xanh,Bác sĩ Nate (Idris Elba đóng) đưa các con tới Nam Phi du lịch nhưng vô tình trở thành con mồi của thú dữ.,giai-tri,,
2872,Sao 'Quyền được yêu' tận hưởng cuộc sống ở tuổi 58 ,"Glória Pires - nữ chính ""Quyền được yêu"" - vẫn đóng phim ở tuổi 58, sống hạnh phúc bên nhạc sĩ Orlando Morais.",giai-tri,,
